"249180020","WARSZOWICE","2022","01","01",4.0,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2022","01","02",.2,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2022","01","03",8.2,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2022","01","01",4.3,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2022","01","03",7.6,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2022","01","04",2.2,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2022","01","01",4.2,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2022","01","03",8.0,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2022","01","04",2.1,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2022","01","05",2.7,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2021","01","03",3.0,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2021","01","04",3.8,"","S",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2021","01","05",6.0,"","S",0,"9",0,"9","5","","pl",""
"249180020","WARSZOWICE","2021","01","06",3.7,"","S",0,"9",0,"9","5","","pl",""
"249180020","WARSZOWICE","2021","01","07",1.0,"","S",0,"9",0,"9","5","","pl",""
"249180060","GOŁKOWICE","2021","01","03",1.1,"","W",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","01","04",6.9,"","W",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","01","05",3.9,"","S",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","01","06",2.5,"","S",0,"",0,"","5","","sl",""
